id,result,status,true_status,transcript,duration,call_status,prompt
842533,автоответчик,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; bot: Алло, слышно меня?; human: занят оставьте сообщение на автоответчик",18,200 OK,"hello_main, hello_null_1"
846937,автоответчик,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: абонент не может ответить на ваш звонок его телефон занят попробуйте перезвонить позднее если хотите отправить бесплатное смс с просьбой перезвонить нажмите 1; human: спасибо всего доброго",39,200 OK,hello_main
847683,автоответчик,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: к сожалению абонент сейчас не может ответить",15,200 OK,hello_main
901663,автоответчик,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: к сожалению абонент сейчас не может ответить",12,200 OK,hello_main
978333,автоответчик,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: к сожалению абонент сейчас не может ответить возможно он занят его телефон разрядился",12,200 OK,hello_main
980462,автоответчик Олег,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: так у меня как раз есть несколько свободных минут я слушаю",17,200 OK,hello_main
1001410,автоответчик Олег,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; bot: Алло, слышно меня?; human: выдайте говорить вместо вас что вы сказали; bot: Компания ""t2"", ваш сотовый оператор. Ранее вы нас знали как ""Теле2"".; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: боже мой я как будто выберите слов где выход объясните; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; human: это сергу сосредоточиться; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: тут кто то в космосу вас; bot: Видим, что корпоративную связь оплачиваете, а пользуетесь сейчас редко. Мм, планируете вернуться к прежней активности?; human: у вас чайно не улиткой языке повторите; bot: Мы видим, что в рамках корпоративного договора стали меньше пользоваться связью. Подскажите, пожалуйста, всё хорошо работает, вы планируете дальше с нами сотрудничать?; human: алло кто то поезд под водой повторите ваше сообщение; bot: Сейчас вы стали реже пользоваться услугами t2. Уточните, пожалуйста, вы продолжите пользоваться нашей корпоративной связью?; bot: Вас не слышно; human: извините но меня тут муравьиной ни слова; bot: Слушаю.; human: у вас случайно не улитке повторите",136,200 OK,"hello_main, hello_null_1, hello_repeat, clarification_main, clarification_main_tail, clarification_dont_understand_1, clarification_null_1, clarification_default_1, clarification_default_2, clarification_dont_understand_2, clarification_dont_understand_3, clarification_null_2, clarification_interruption_1"
1013374,автоответчик,недозвон,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: для соединения с отделом продаж нажмите 1; human: т поддержкой 2 с бухгалтерией 3 ждите на линии пока выполняется перевод вызова оператору",35,200 OK,hello_main
1017717,автоответчик,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: возможно он занят его разрядился или находится в беззвучном режиме; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: после звукового сигнала",22,200 OK,"hello_main, hello_wrong_time, clarification_main"
1018270,автоответчик,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: семейной для соединения с главным врачом нажмите 1 со старшими медсестрой 2 с заместителем генерального директора наберите; human: для соединения с главным врачом наберите 1 старший медсестрой набе наберите заместителем генерального директора наберите 3; human: мы не получили действительный ответ подождите идет соединение",42,200 OK,hello_main
1029540,автоответчик,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: абонент сейчас не может ответить можно он занят его телефон разрядился",14,200 OK,hello_main
1031263,автоответчик,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: к сожалению абонент сейчас не может ответить можно он занят его телефон разрядился",12,200 OK,hello_main
1032221,автоответчик,недозвон,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: к сожалению абонент сейчас не может ответить возможно он занят его телефон разрядился",12,200 OK,hello_main
1044775,автоответчик,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: продолжается попытка дозвониться до нента который пока что не успел ответить на ваш вызов",12,200 OK,hello_main
1050751,автоответчик Олег,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: запомнила и сохранила всю информацию моя алгоритма подсказывает что это что то важное поэтому я уже отправляю ваше сообщение абоненту ничего не забыли я готова записать что нибудь еще",24,200 OK,hello_main
1054857,автоответчик Олег,недозвон,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: алло что вы хотели; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: подробнее расскажите",35,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail"
1100802,автоответчик,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: абонент сейчас не может ответить на ваш звонок его телефон выключен или находится вне зоны действия сети попробуйте перезвонить позднее если вы хотите отправить ему бесплатное смс с просьбой перезвонить нажмите 1; human: спасибо всего доброго",45,200 OK,hello_main
1137862,автоответчик,недозвон,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: соединение установлено пожалуйста подождите",10,200 OK,hello_main
1174665,автоответчик,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: к сожалению абонент сейчас не может ответить возможно он занят его телефон разрядился",12,200 OK,hello_main
1199474,автоответчик,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: продолжается попытка дозвониться до который пока что не успел ответить на ваш вызов",12,200 OK,hello_main
1199519,автоответчик Олег,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: алло я у телефона; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: принимаю; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: слышу хорошо продолжайте",47,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_default_1"
1200625,автоответчик,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: занят его телефон разрядился; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: записать вас после звукового сигнала",24,200 OK,"hello_main, hello_wrong_time, clarification_main"
1202063,автоответчик,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: продолжается попытка дозвониться до нента который пока что не успел ответить на ваш вызов",13,200 OK,hello_main
1203490,автоответчик,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: или находится вне зоны доступа к сожалению мы не можем оставить голосовое сообщение для данного потому что у него отключена услуга голосовой почты",16,200 OK,hello_main
1204125,автоответчик Олег,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: слушаю слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: слушаю слушаю; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: давайте подробнее; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; human: уточните ключевой момент пожалуйста",60,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_default_1, clarification_dont_understand_1"
1239135,автоответчик Олег,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: к сожалению абонент сейчас не может возможно он занят его телефон разрядился",12,200 OK,hello_main
1239956,автоответчик Олег,недозвон,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: здравствуйте по какому вопросу; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: говорите далее; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: слушаю дальше; bot: Видим, что корпоративную связь оплачиваете, а пользуетесь сейчас редко. Мм, планируете вернуться к прежней активности?; human: не совсем понял этот пункт поясните; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; human: в чем заключается основная мысль",86,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail, clarification_default_1, clarification_default_2, clarification_dont_understand_1"
1245101,автоответчик,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: продолжается попытка дозвониться до нента который пока что не успел ответить на ваш вызов",12,200 OK,hello_main
1249957,автоответчик,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: спасибо за звонок вас приветствует управляющая федеральной сети клиник центр ко",13,200 OK,hello_main
1252276,автоответчик Олег,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: алло я у телефона; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: да слушаю; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: продолжайте я на проводе что именно вы имели в виду; bot: Видим, что корпоративную связь оплачиваете, а пользуетесь сейчас редко. Мм, планируете вернуться к прежней активности?; human: что именно вы хотите подчеркнуть; bot: Отметили, что сейчас вы реже пользуетесь нашими услугами. Скажите, пожалуйста, планируете по корпоративной связи и дальше сотрудничать с нами?; human: скажу вау вам по секрету это не абонент а умная защита от спа мтс защитник я что вы скажете и передам своему абоненту",84,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_default_1, clarification_default_2, clarification_default_3"
1252873,автоответчик,недозвон,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: алло слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; human: да; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: вы звоните; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: к сожалению абонент сейчас не может ответить но давайте я ему детали которые вы желаете сообщить",39,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_default_1"
1283573,автоответчик,недозвон,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: будет направлен на вашего персонального номер оставьте сообщение на автоответчик",14,200 OK,hello_main
1288205,автоответчик,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: абонент сейчас не может ответить на ваш звонок его телефон занят попробуйте перезвонить позднее если хотите отправить бесплатное смс сообщение с просьбой перезвонить нажмите 1; human: спасибо всего доброго",41,200 OK,hello_main
1288381,автоответчик,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: абонент сейчас не может ответить на ваш звонок его телефон выключен или находится вне зоны действия сети попробуйте перезвонить позднее если вы хотите отправить ему беплатное смс сообщение с просьбой перезвонить нажмите",24,200 OK,hello_main
1290982,автоответчик Олег,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: слушаю слушаю; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: секундочку; bot: Слушаю.; human: уточните ключевой момент пожалуйста",49,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_default_1, clarification_interruption_1"
1292062,автоответчик Олег,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: алло слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: ну интересно; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: слушаю дальше; bot: Видим, что корпоративную связь оплачиваете, а пользуетесь сейчас редко. Мм, планируете вернуться к прежней активности?; human: поясните пожалуйста этот аспект; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; human: не уловил ключевую идею поясните",75,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_default_1, clarification_default_2, clarification_dont_understand_1"
1294518,автоответчик Олег,недозвон,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: ална связи; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: я вас слышу; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: продолжайте я на проводе; bot: Видим, что корпоративную связь оплачиваете, а пользуетесь сейчас редко. Мм, планируете вернуться к прежней активности?; human: проясните пожалуйста этот аспект",60,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_default_1, clarification_default_2"
1296470,автоответчик Олег,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: алло говорите; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: слушаю внимательно; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: слышу хорошо продолжайте",40,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_default_1"
1309833,автоответчик Олег,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; bot: Алло, слышно меня?; human: внимательно алло; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: вас плохо слышно повторите пожалуйста; bot: Мм, мои коллеги заметили, что по вашему договору корпоративной связи снизился трафик. Ну то есть меньше звонков стало совершаться, активность уменьшилась. Поэтому хотим уточнить, планируете ли вы пользоваться нашими услугами дальше?; human: пока нент не может ответить а на связи я; bot: Угу, а тогда соедините, пожалуйста, с сотрудником, который занимается вопросами корпоративной связи? Ну или номер продиктуйте, я запишу.; human: хотите передать я все запишу я все записала что то еще хотите передать",72,200 OK,"hello_main, hello_null_1, hello_default, clarification_main, clarification_main_tail, clarification_dont_understand_1, search_mdp_main"
1336731,автоответчик Олег,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: добрый день что вы хотели; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; human: продолжайте; bot: Мы видим, что вы стали меньше пользоваться корпоративной связью. Уточните, пожалуйста, планируете ли продолжить пользоваться нашими услугами?; human: так сейчас тише сделаю слушаю",46,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail, clarification_default_1"
1338651,автоответчик,недозвон,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: абонент сейчас не может ответить на ваш звонок его телефон занят попробуйте перезвонить позднее если хотите отправить бесплатное смс с просьбой перезвонить нажмите 1; human: спасибо всего доброго",41,200 OK,hello_main
1353158,автоответчик,недозвон,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: я для вашего бизнеса у нас всегда большой выбор оборудование вы хотите приобрести оборудование получить помощь в выборе нажмите цифру 1; human: если вам нужна техническая поддержка нажмите цифру 2 иркутск цифра 3 братск цифра 4 красноярск цифра или дождитесь ответа оператора",40,200 OK,hello_main
1372675,автоответчик,недозвон,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: почтовый вы можете оставить сообщение после звукового сигнала",12,200 OK,hello_main
