id,result,status,true_status,transcript,duration,call_status,prompt,is_single_no_answer
1016079,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: слушаю вас; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",48,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1033674,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: вы меня извините что вас интересует; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",49,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1049199,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; bot: Алло, слышно меня?; bot: Аааллооо.; human: алло я тут что такое; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",69,200 OK,"hello_main, hello_null_1, hello_null_2, hello_wrong_time, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1111876,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: говорите; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",47,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1113286,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: слушаю вас; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",56,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1176209,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: добрый день слушаю васс ой а вы мне до этого не звонили голос у вас какой то знакомый; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",48,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1202906,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; bot: Алло, слышно меня?; human: занят на автоответчик; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",53,200 OK,"hello_main, hello_null_1, hello_wrong_time, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1239481,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: м кажется что то подобное мне рассказывали только я не все понял; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",50,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1241168,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: ольга вы нам каждый месяц звоните у нас все хошои по вашему договору во сколько выбираем услуг только увеличивать отказываться все хорошо все стабильно; bot: Вы нашим корпоративным клиентом являетесь, и я с коротким вопросом. По мобильной связи t2.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",32,200 OK,"hello_main, hello_dont_change, clarification_main, clarification_main_tail",True
1246268,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",50,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1252870,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: слушаю вас; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",17,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail",True
1259166,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: здравствуйте да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",20,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail",True
1285362,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: здравствуйте; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",18,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail",True
1285516,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: орли гнедой; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",20,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail",True
1289807,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: добрый день скажи пожалуйста; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",46,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1295112,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: да слушаю да слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",18,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail",True
1295615,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?",27,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1",True
1334165,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: внимательно слушаю; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",47,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1342003,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Это компания t2, корпоративный отдел, Ольга. Минуту уделите, пожалуйста?; human: слышно говорите; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",52,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1346584,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: вы очень вовремя мне а я с п темой как раз на; bot: У меня один короткий вопрос по вашему договору. Мм…; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",51,200 OK,"hello_main, hello_default, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1358171,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: говорите кто вы; bot: Компания ""t2"", ваш сотовый оператор. Ранее вы нас знали как ""Теле2"".; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",22,200 OK,"hello_main, hello_repeat, clarification_main, clarification_main_tail",True
1365815,проблемы с распознаванием,угроза оттока не подтверждена,,"bot: Добрый день! Меня зовут Ольга, корпоративный отдел компании t2. Вам удобно сейчас минуту уделить?; human: да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?; bot: Алло?; bot: Вас не слышно; bot: Извините, что-то со связью, повторите, пожалуйста.; bot: Какие-то проблемы со связью. Всего вам доброго, до свидания!",48,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail, clarification_null_1, clarification_null_2, clarification_null_3, bad_connection_hangup",True
1378123,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Корпоративный отдел компании t2, меня зову Ольга. Меня слышно, да?; human: какой вопрос; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",21,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail",True
1465166,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: здравствуйте что хотели; bot: У меня короткий вопрос по вашему договору, буквально минута.; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",25,200 OK,"hello_main, hello_wrong_time, clarification_main, clarification_main_tail",True
1498797,сброс на предложении,угроза оттока не определена,,"bot: Добрый день! Компания t2, меня зовут Ольга. Звоню по корпоративному договору, меня хорошо слышно?; human: да; bot: Отлично!; bot: Дело в том, что мы заметили снижение трафика по вашему контракту.; bot: Подскажите, пожалуйста, планируете ли вы пользоваться нашими услугами дальше?",24,200 OK,"hello_main, hello_thanks, clarification_main, clarification_main_tail",True
